SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_2,EXT_SOURCE_3,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,AGE_YEARS,YEARS_EMPLOYED,YEARS_ID_PUBLISH,YEARS_REGISTRATION,CREDIT_INCOME_RATIO,ANNUITY_INCOME_RATIO,CREDIT_GOODS_RATIO,INCOME_PER_PERSON,EMPLOYMENT_AGE_RATIO
134561,1,0,0,0,0,4,67500.0,331920.0,17077.5,225000.0,6,1,4,1,1,0.006305,1,1,1,1,0,0,14,6.0,3,3,5,9,0,0,0,0,0,0,42,0.4127344161068856,0.6397075677637197,2.0,0.0,2.0,0.0,-956.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,36,0.7671232876712328,13.36986301369863,9.509589041095891,4.917333333333334,0.253,1.4752,11250.0,0.0213089802130898
120952,1,0,1,1,1,0,135000.0,225000.0,11074.5,225000.0,6,1,4,1,5,0.0228,1,1,0,1,0,0,8,2.0,2,2,3,15,0,0,0,0,0,0,5,0.4530704545682325,0.2431864804420123,2.0,1.0,2.0,1.0,-555.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,23,2.2164383561643834,2.2958904109589042,8.854794520547944,1.6666666666666667,0.08203333333333333,1.0,67500.0,0.09636688505062536
188909,0,0,0,0,0,0,270000.0,593010.0,17122.5,495000.0,6,3,4,5,1,0.005144,1,0,0,1,0,0,18,1.0,2,2,3,11,0,0,0,0,0,0,57,0.5746638509651143,0.180887977767074,0.0,0.0,0.0,0.0,-1102.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,61,,11.578082191780823,28.03013698630137,2.1963333333333335,0.06341666666666666,1.198,270000.0,
347275,0,0,1,1,1,2,630000.0,1125000.0,36292.5,1125000.0,6,1,4,1,1,0.0145199999999999,1,1,0,1,0,0,3,4.0,2,2,0,15,0,0,0,0,0,0,38,0.6229959372837893,0.3328505641648731,1.0,0.0,1.0,0.0,-720.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0.0,1.0,45,2.9945205479452053,0.7945205479452054,0.2191780821917808,1.7857142857142858,0.05760714285714286,1.0,157500.0,0.06654490106544901
250804,0,0,1,1,0,0,180000.0,774000.0,28813.5,774000.0,6,1,1,3,2,0.018029,1,1,0,1,0,0,6,1.0,3,3,2,5,0,0,0,0,1,1,5,0.5128407971420282,0.221335206354466,3.0,0.0,3.0,0.0,-67.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,30,2.276712328767123,1.715068493150685,1.6849315068493151,4.3,0.160075,1.0,180000.0,0.0758904109589041
348749,0,0,0,0,1,1,112500.0,142200.0,9387.0,112500.0,6,7,4,1,5,0.022625,1,1,0,1,0,0,8,3.0,2,2,2,11,0,0,0,1,1,1,55,0.2440078209202131,0.2721336844147212,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,27,5.997260273972603,5.745205479452054,12.126027397260273,1.264,0.08344,1.264,37500.0,0.22212075088787417
231383,0,1,0,1,1,0,256500.0,765000.0,38250.0,765000.0,6,1,3,1,4,0.032561,1,1,0,1,1,0,0,2.0,1,1,1,17,0,0,0,0,0,0,5,0.7838283816775964,0.6785676886853644,0.0,0.0,0.0,0.0,-1909.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,1.0,61,18.980821917808218,11.161643835616438,34.24383561643835,2.982456140350877,0.14912280701754385,1.0,128250.0,0.3111610150460363
119647,0,0,0,0,1,0,45000.0,454500.0,17739.0,454500.0,6,7,4,1,1,0.030755,1,1,0,1,0,0,14,2.0,2,2,5,9,0,0,0,0,1,1,42,0.142870887589952,,0.0,0.0,0.0,0.0,-496.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,33,2.5506849315068494,12.189041095890412,8.076712328767123,10.1,0.3942,1.0,22500.0,0.07729348277293482
257374,0,0,0,0,1,0,292500.0,781920.0,33259.5,675000.0,6,3,4,1,2,0.020246,1,0,0,1,1,0,18,2.0,3,3,5,11,0,0,0,0,0,0,57,0.5404883358234642,,0.0,0.0,0.0,0.0,-1191.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,62,,11.484931506849316,27.10958904109589,2.673230769230769,0.1137076923076923,1.1584,146250.0,
305211,0,0,0,0,1,0,157500.0,824823.0,24246.0,688500.0,6,3,1,1,1,0.016612,1,0,0,1,0,0,18,2.0,2,2,1,13,0,0,0,0,0,0,57,0.6572714882743836,0.4031416766587513,1.0,0.0,1.0,0.0,-618.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0,64,,12.235616438356164,10.835616438356164,5.236971428571429,0.15394285714285713,1.198,78750.0,
153812,0,0,0,0,1,0,85500.0,225000.0,15790.5,225000.0,6,3,3,0,1,0.0145199999999999,1,0,0,1,1,0,18,2.0,2,2,4,6,0,0,0,0,0,0,57,0.3420278293317465,,0.0,0.0,0.0,0.0,-867.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,66,,11.682191780821919,39.013698630136986,2.6315789473684212,0.18468421052631578,1.0,42750.0,
149325,0,0,1,1,0,0,270000.0,755190.0,38610.0,675000.0,6,1,2,1,1,0.008068,1,1,1,1,0,0,6,2.0,3,3,3,10,0,0,0,0,0,0,5,0.7081894379461231,0.3740208032583212,0.0,0.0,0.0,0.0,-1118.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0,26,2.2383561643835614,6.389041095890411,12.169863013698631,2.797,0.143,1.1188,135000.0,0.08609062170706006
404667,0,0,0,0,0,1,112500.0,503676.0,34200.0,382500.0,6,7,1,1,5,0.007305,1,1,0,1,0,0,14,3.0,3,3,0,10,0,0,0,0,0,0,42,0.344477840791565,,7.0,0.0,7.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,28,0.8794520547945206,6.36986301369863,1.6712328767123288,4.47712,0.304,1.3168,37500.0,0.031409001956947166
114238,0,0,0,1,1,1,247500.0,270045.0,30595.5,256500.0,6,3,1,1,1,0.016612,1,0,0,1,0,0,18,3.0,2,2,2,14,0,0,0,0,0,0,57,0.1173011930750817,0.190705947811054,10.0,0.0,10.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,23,,3.350684931506849,23.306849315068494,1.0910909090909091,0.12361818181818182,1.0528070175438597,82500.0,
373414,1,0,0,0,1,0,112500.0,339241.5,16627.5,238500.0,6,7,4,1,1,0.020713,1,1,0,1,0,0,14,2.0,3,2,5,6,0,0,0,0,0,0,5,0.4093357995240928,0.3589512285783967,3.0,0.0,3.0,0.0,-635.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,5.0,38,2.1315068493150684,9.616438356164384,0.5561643835616439,3.01548,0.1478,1.4223962264150944,56250.0,0.056092285508291276
188388,0,0,0,1,0,0,202500.0,500490.0,48888.0,450000.0,6,1,1,1,1,0.035792,1,1,0,1,0,0,0,2.0,2,2,6,12,0,0,0,0,1,1,55,0.5549077290439568,0.1997705696341145,0.0,0.0,0.0,0.0,-2049.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,4.0,62,3.6410958904109587,11.832876712328767,2.9342465753424656,2.4715555555555557,0.24142222222222223,1.1122,101250.0,0.058727353071144496
231929,1,0,0,1,1,1,67500.0,1024740.0,52452.0,900000.0,6,7,4,1,1,0.0116569999999999,1,1,0,1,0,0,8,3.0,1,1,2,15,0,0,0,0,1,1,16,0.360396242872698,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,29,2.2739726027397262,1.0410958904109588,16.69041095890411,15.181333333333333,0.7770666666666667,1.1386,22500.0,0.07841284837033538
288831,0,0,0,0,1,2,171000.0,375322.5,20488.5,324000.0,5,7,4,0,1,0.008575,1,1,0,1,0,0,14,4.0,2,2,5,10,0,0,0,0,0,0,51,0.6435746820189508,0.5082869913916046,0.0,0.0,0.0,0.0,-1210.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,29,4.13972602739726,8.432876712328767,4.989041095890411,2.1948684210526315,0.11981578947368421,1.1584027777777777,42750.0,0.14274917335852622
111556,0,0,1,1,1,2,315000.0,927000.0,30766.5,927000.0,4,7,4,2,1,0.028663,1,1,0,1,0,0,8,3.0,2,2,6,8,0,1,1,0,1,1,5,0.2265068731262381,0.5549467685334323,1.0,1.0,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,46,3.723287671232877,1.7095890410958905,9.282191780821918,2.942857142857143,0.09767142857142858,1.0,105000.0,0.08094103633114949
199643,0,0,0,0,0,2,135000.0,675000.0,34465.5,675000.0,6,7,1,0,1,0.015221,1,1,1,1,0,0,0,4.0,2,2,5,12,0,0,0,0,0,0,26,0.6180836881053707,0.7981372313187245,1.0,0.0,1.0,0.0,-915.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,37,17.38082191780822,12.676712328767124,18.257534246575343,5.0,0.2553,1.0,33750.0,0.4697519437245465
120657,0,0,0,0,1,2,202500.0,713889.0,56533.5,661500.0,6,7,1,1,1,0.022625,1,1,0,1,0,0,18,4.0,2,2,0,16,0,0,0,0,0,0,7,0.2918181951717679,0.3425288720742255,0.0,0.0,0.0,0.0,-300.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,35,2.3232876712328765,14.736986301369862,3.7643835616438355,3.525377777777778,0.2791777777777778,1.0791972789115647,50625.0,0.06637964774951076
439579,0,1,0,0,1,0,135000.0,360000.0,18000.0,360000.0,1,3,4,1,1,0.01885,1,0,0,1,0,0,18,2.0,2,2,0,15,0,0,0,0,0,0,57,0.6753357647890695,,2.0,0.0,2.0,0.0,-117.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,57,,1.6164383561643836,21.638356164383563,2.6666666666666665,0.13333333333333333,1.0,67500.0,
361223,0,0,0,0,1,0,180000.0,518562.0,20695.5,463500.0,6,3,1,1,1,0.035792,1,0,0,1,0,0,18,2.0,2,2,5,12,0,0,0,0,0,0,57,0.1447475472488587,0.6738300778602003,1.0,1.0,1.0,1.0,-660.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0,61,,12.564383561643835,14.331506849315069,2.8809,0.114975,1.1187961165048543,90000.0,
345983,0,0,1,1,1,0,225000.0,1710000.0,59566.5,1710000.0,1,3,4,1,1,0.026392,1,0,0,1,0,0,18,2.0,2,2,0,10,0,0,0,0,0,0,57,0.5052444440705988,0.5316861425197883,2.0,0.0,2.0,0.0,-1163.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,7.0,61,,12.013698630136986,17.624657534246577,7.6,0.26474,1.0,112500.0,
284103,0,0,0,0,1,2,180000.0,225000.0,17775.0,225000.0,6,7,4,1,1,0.0066709999999999,1,1,1,1,1,0,18,4.0,2,2,4,13,0,0,0,0,0,0,5,0.5733217116721889,0.1261005588362325,0.0,0.0,0.0,0.0,-1161.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,39,6.328767123287672,13.065753424657535,5.041095890410959,1.25,0.09875,1.0,45000.0,0.16227608008429928
280677,0,0,0,1,1,1,135000.0,225000.0,12334.5,225000.0,6,7,1,1,1,0.026392,1,1,0,1,0,0,18,3.0,2,2,5,10,0,0,0,0,0,0,30,0.6621951009056665,0.5100895276257282,0.0,0.0,0.0,0.0,-2139.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,36,5.158904109589041,8.805479452054794,10.12054794520548,1.6666666666666667,0.09136666666666667,1.0,45000.0,0.14330289193302892
378518,0,1,0,0,0,0,202500.0,405000.0,20250.0,405000.0,1,7,2,5,1,0.019101,1,1,0,1,0,0,9,1.0,2,2,4,17,0,0,0,1,1,1,5,0.5095076687861732,0.2851799046358216,1.0,0.0,0.0,0.0,-667.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,43,7.728767123287671,3.7643835616438355,21.556164383561644,2.0,0.1,1.0,202500.0,0.1797387703090156
425522,0,0,0,0,1,0,150750.0,247500.0,12766.5,247500.0,6,7,4,1,1,0.030755,1,1,1,1,1,0,14,2.0,2,2,0,10,0,0,0,0,0,0,51,0.6262875645956664,0.4938628816996244,0.0,0.0,0.0,0.0,-968.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0,52,2.536986301369863,7.235616438356164,2.0684931506849313,1.6417910447761195,0.0846865671641791,1.0,75375.0,0.048788198103266595
390314,0,0,0,0,1,0,229500.0,808650.0,23305.5,675000.0,6,3,4,0,1,0.01885,1,0,0,1,0,0,18,2.0,2,2,2,12,0,0,0,0,0,0,57,0.6193888129118037,0.6161216908872079,6.0,0.0,6.0,0.0,-1077.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,59,,10.742465753424657,2.282191780821918,3.523529411764706,0.10154901960784314,1.198,114750.0,
160738,0,0,0,1,0,0,157500.0,545040.0,26509.5,450000.0,1,1,1,3,1,0.00496,1,1,0,1,0,0,18,1.0,2,2,4,17,0,0,0,0,0,0,33,0.7290527196773077,0.5884877883422673,0.0,0.0,0.0,0.0,-1778.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,31,4.887671232876713,7.043835616438356,14.438356164383562,3.4605714285714284,0.16831428571428572,1.2112,157500.0,0.15766681396376492
389904,1,0,0,0,0,2,72000.0,254700.0,20119.5,225000.0,6,7,1,1,1,0.01885,1,1,0,1,1,0,3,4.0,2,2,6,12,0,0,0,1,1,0,11,0.7179689859068571,0.7062051096536562,11.0,0.0,11.0,0.0,-228.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,29,1.906849315068493,7.597260273972603,1.8821917808219177,3.5375,0.2794375,1.132,18000.0,0.06575342465753424
123258,0,1,0,0,1,1,112500.0,202500.0,10125.0,202500.0,5,1,1,1,1,0.031329,1,1,0,1,0,0,3,3.0,2,2,3,12,0,0,0,0,0,0,2,0.4720841737865462,0.5867400085415683,10.0,0.0,10.0,0.0,-2202.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,30,2.1452054794520548,7.142465753424657,3.484931506849315,1.8,0.09,1.0,37500.0,0.0715068493150685
152796,0,0,1,0,0,0,112500.0,254700.0,27022.5,225000.0,6,7,1,3,1,0.025164,1,1,0,1,1,0,6,1.0,2,2,4,15,0,0,0,1,1,0,5,,,3.0,0.0,3.0,0.0,-474.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,23,1.9342465753424658,2.6684931506849314,7.673972602739726,2.264,0.2402,1.132,112500.0,0.08409767718880286
134391,0,0,1,0,1,0,157500.0,592560.0,32274.0,450000.0,6,7,4,3,1,0.007114,1,1,0,1,0,0,4,1.0,2,2,1,17,0,0,0,0,0,0,55,0.2650475600360688,,2.0,0.0,2.0,0.0,-1020.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,25,2.0383561643835617,4.454794520547945,11.536986301369863,3.7622857142857145,0.20491428571428572,1.3168,157500.0,0.08153424657534247
349402,0,0,0,1,1,0,117000.0,339241.5,12919.5,238500.0,6,4,4,3,1,0.035792,1,1,0,1,0,0,3,1.0,2,2,2,13,0,0,0,0,0,0,28,0.502418232531289,0.6127042441012546,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,41,0.4712328767123288,12.30958904109589,24.934246575342467,2.8995,0.11042307692307693,1.4223962264150944,117000.0,0.011493484797861678
196937,0,0,0,1,1,2,166500.0,675000.0,28728.0,675000.0,6,7,4,1,1,0.028663,1,1,0,1,1,0,6,4.0,2,2,2,15,0,0,0,0,0,0,5,0.630240460872275,,0.0,0.0,0.0,0.0,-2249.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,34,10.284931506849315,1.336986301369863,1.2904109589041095,4.054054054054054,0.17254054054054055,1.0,41625.0,0.30249798549556806
